Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
rsfMRI,48,Closeness,0.9917577,0.9902825,0.001475215
rsfMRI,49,Closeness,0.9908908,0.9910988,-0.00020802021
rsfMRI,50,Closeness,0.9934893,0.9887027,0.0047866106
rsfMRI,51,Closeness,0.9927554,0.9892365,0.003518939
rsfMRI,52,Closeness,0.99300027,0.9889002,0.0041000843
rsfMRI,53,Closeness,0.99133486,0.99051136,0.0008234978
rsfMRI,54,Closeness,0.9913355,0.9904633,0.00087219477
rsfMRI,55,Closeness,0.9884742,0.9935605,-0.0050863028
rsfMRI,56,Closeness,0.9889935,0.9927398,-0.0037462711
rsfMRI,57,Closeness,0.9918569,0.9901927,0.0016641617
rsfMRI,58,Closeness,0.99560726,0.98685277,0.008754492
rsfMRI,59,Closeness,0.99450856,0.98814005,0.006368518
rsfMRI,60,Closeness,0.9937626,0.98865104,0.005111575
rsfMRI,61,Closeness,0.9917835,0.9899595,0.0018240213
rsfMRI,62,Closeness,0.99115306,0.9913499,-0.00019681454
rsfMRI,63,Closeness,0.98888314,0.99385834,-0.0049751997
rsfMRI,64,Closeness,0.9918892,0.98991805,0.0019711256
rsfMRI,65,Closeness,0.98920554,0.99259853,-0.0033929944
rsfMRI,66,Closeness,0.99173313,0.9902076,0.0015255213
rsfMRI,67,Closeness,0.9929393,0.98896515,0.0039741397
rsfMRI,68,Closeness,0.9910293,0.99093664,9.268522e-05
rsfMRI,69,Closeness,0.99100006,0.99089247,0.000107586384
rsfMRI,70,Closeness,0.9927346,0.98959696,0.003137648
rsfMRI,71,Closeness,0.9932585,0.98921,0.0040484667
rsfMRI,72,Closeness,0.9891683,0.99255097,-0.0033826828
rsfMRI,73,Closeness,0.99368334,0.98814267,0.005540669
rsfMRI,74,Closeness,0.9915694,0.9905973,0.00097209215
rsfMRI,75,Closeness,0.9932368,0.98886335,0.004373431
rsfMRI,0,Eigenvector,0.11733285,0.11440834,0.0029245168
rsfMRI,1,Eigenvector,0.11181745,0.1151375,-0.0033200532
rsfMRI,2,Eigenvector,0.11635909,0.11152907,0.004830025
rsfMRI,3,Eigenvector,0.103773504,0.11130877,-0.007535264
rsfMRI,4,Eigenvector,0.11356193,0.11478756,-0.0012256354
rsfMRI,5,Eigenvector,0.11042317,0.11369144,-0.0032682717
rsfMRI,6,Eigenvector,0.11596246,0.11446467,0.0014977902
rsfMRI,7,Eigenvector,0.11031822,0.10862602,0.0016921982
rsfMRI,8,Eigenvector,0.11348884,0.11435641,-0.0008675754
rsfMRI,9,Eigenvector,0.11376758,0.116660155,-0.0028925762
rsfMRI,10,Eigenvector,0.114417925,0.11320151,0.001216419
rsfMRI,11,Eigenvector,0.11000151,0.1144092,-0.004407689
rsfMRI,12,Eigenvector,0.11880892,0.12051456,-0.0017056391
rsfMRI,13,Eigenvector,0.112848595,0.114125006,-0.0012764111
rsfMRI,14,Eigenvector,0.119818054,0.117479235,0.0023388192
rsfMRI,15,Eigenvector,0.11279441,0.11104985,0.0017445534
rsfMRI,16,Eigenvector,0.111945316,0.113169804,-0.001224488
rsfMRI,17,Eigenvector,0.10985261,0.11272825,-0.002875641
rsfMRI,18,Eigenvector,0.11626674,0.11356942,0.0026973188
rsfMRI,19,Eigenvector,0.11613551,0.11739683,-0.0012613237
rsfMRI,20,Eigenvector,0.118120894,0.11906734,-0.00094644725
rsfMRI,21,Eigenvector,0.12006022,0.12304151,-0.0029812902
rsfMRI,22,Eigenvector,0.10773647,0.11000724,-0.002270773
rsfMRI,23,Eigenvector,0.106947,0.10944538,-0.0024983808
rsfMRI,24,Eigenvector,0.11306217,0.11451419,-0.0014520139
rsfMRI,25,Eigenvector,0.11249569,0.11709932,-0.004603632
rsfMRI,26,Eigenvector,0.113536306,0.112608604,0.0009277016
rsfMRI,27,Eigenvector,0.11778934,0.11846263,-0.0006732866
rsfMRI,28,Eigenvector,0.11806022,0.11915633,-0.0010961145
rsfMRI,29,Eigenvector,0.12330228,0.118514456,0.004787825
rsfMRI,30,Eigenvector,0.1174595,0.116779566,0.00067993253
rsfMRI,31,Eigenvector,0.114982374,0.108715765,0.006266609
rsfMRI,32,Eigenvector,0.11159518,0.11005826,0.0015369207
rsfMRI,33,Eigenvector,0.10745677,0.10288807,0.0045687035
rsfMRI,34,Eigenvector,0.10608705,0.10283959,0.0032474622
rsfMRI,35,Eigenvector,0.1133535,0.11232031,0.0010331869
rsfMRI,36,Eigenvector,0.108919606,0.11213522,-0.003215611
rsfMRI,37,Eigenvector,0.1121982,0.11470092,-0.0025027245
rsfMRI,38,Eigenvector,0.11809236,0.10971935,0.008373007
rsfMRI,39,Eigenvector,0.115247555,0.11024903,0.0049985275
rsfMRI,40,Eigenvector,0.11150185,0.10622566,0.0052761883
rsfMRI,41,Eigenvector,0.103365935,0.09906811,0.0042978227
rsfMRI,42,Eigenvector,0.11236473,0.11158555,0.0007791817
rsfMRI,43,Eigenvector,0.10950183,0.11337711,-0.003875278
rsfMRI,44,Eigenvector,0.11056899,0.11238595,-0.0018169582
rsfMRI,45,Eigenvector,0.11845869,0.11502587,0.0034328178
rsfMRI,46,Eigenvector,0.11096579,0.11389159,-0.0029257983
rsfMRI,47,Eigenvector,0.11627401,0.11365785,0.0026161596
rsfMRI,48,Eigenvector,0.10490793,0.107585505,-0.0026775748
rsfMRI,49,Eigenvector,0.1150416,0.11644106,-0.0013994649
rsfMRI,50,Eigenvector,0.11093586,0.11093345,2.4065375e-06
rsfMRI,51,Eigenvector,0.11631346,0.11523863,0.0010748282
rsfMRI,52,Eigenvector,0.111564934,0.10970318,0.0018617511
rsfMRI,53,Eigenvector,0.1168091,0.117473096,-0.00066399574
rsfMRI,54,Eigenvector,0.11416313,0.115703516,-0.0015403852
rsfMRI,55,Eigenvector,0.11270217,0.11198009,0.00072208047
rsfMRI,56,Eigenvector,0.10588938,0.108799025,-0.0029096454
rsfMRI,57,Eigenvector,0.11758765,0.11620254,0.0013851076
rsfMRI,58,Eigenvector,0.11359696,0.107817106,0.005779855
rsfMRI,59,Eigenvector,0.11854424,0.11668916,0.0018550828
rsfMRI,60,Eigenvector,0.120940894,0.11980419,0.0011367053
rsfMRI,61,Eigenvector,0.11332446,0.11588223,-0.0025577694
rsfMRI,62,Eigenvector,0.11618298,0.115950055,0.0002329275
rsfMRI,63,Eigenvector,0.11758138,0.116985805,0.00059557706
rsfMRI,64,Eigenvector,0.11623971,0.1158731,0.00036661327
rsfMRI,65,Eigenvector,0.114450455,0.11419242,0.00025803596
rsfMRI,66,Eigenvector,0.1181395,0.116131395,0.0020081028
rsfMRI,67,Eigenvector,0.10859242,0.10811542,0.00047700107
rsfMRI,68,Eigenvector,0.109383196,0.11269297,-0.0033097714
rsfMRI,69,Eigenvector,0.11101282,0.11444484,-0.0034320205
rsfMRI,70,Eigenvector,0.11366343,0.11824219,-0.0045787618
rsfMRI,71,Eigenvector,0.11647831,0.11538152,0.0010967925
rsfMRI,72,Eigenvector,0.116937906,0.11581644,0.0011214688
rsfMRI,73,Eigenvector,0.1175319,0.115541056,0.0019908473
rsfMRI,74,Eigenvector,0.12209302,0.117521875,0.0045711473
rsfMRI,75,Eigenvector,0.118967496,0.116455026,0.00251247
