edge_idx,source,target,control,ms,delta
958,15,14,0.27367243,0.27280167,0.00087076426
799,51,5,0.273135,0.27228925,0.0008457601
831,63,6,0.26988253,0.2690589,0.000823617
1139,64,24,0.267881,0.267067,0.00081402063
778,35,4,0.2734487,0.27263498,0.0008137226
1083,46,21,0.27887836,0.27806613,0.0008122325
864,67,7,0.27091804,0.27011096,0.0008070767
228,12,14,0.27876848,0.2779627,0.0008057654
1310,53,40,0.26716214,0.26636288,0.0007992685
400,22,25,0.27426943,0.27347133,0.0007981062
742,30,2,0.28243393,0.28165764,0.0007762909
589,35,50,0.2716574,0.27088153,0.00077587366
523,28,66,0.2739116,0.27313662,0.0007749796
1375,72,55,0.2808358,0.28008598,0.00074982643
564,32,59,0.27325636,0.27252027,0.00073608756
1143,73,24,0.2647234,0.26400158,0.00072181225
632,44,53,0.27428752,0.27356753,0.0007199943
700,16,0,0.27336767,0.27265668,0.000710994
672,54,63,0.2727507,0.27204144,0.00070926547
1206,34,28,0.27457595,0.2738739,0.0007020533
1011,75,17,0.27384987,0.27316314,0.0006867349
1102,32,22,0.270415,0.26973063,0.00068438053
789,18,5,0.27396712,0.2732971,0.0006700158
195,8,57,0.273537,0.27288678,0.00065022707
113,5,75,0.2695562,0.2689203,0.00063589215
533,29,64,0.2765142,0.27588314,0.0006310642
735,4,2,0.28225,0.2816417,0.0006082952
839,75,6,0.2701092,0.2695251,0.0005840957
197,8,67,0.27797294,0.27739426,0.0005786717
375,20,67,0.27815077,0.27761495,0.00053581595
81,4,35,0.27278802,0.27225512,0.0005328953
244,12,53,0.27936968,0.27884436,0.00052532554
1338,72,47,0.26786384,0.2673519,0.0005119443
682,57,65,0.2730843,0.27258104,0.0005032718
1019,36,18,0.27332613,0.27283412,0.00049200654
1165,42,26,0.27582586,0.27534008,0.00048577785
246,12,57,0.27544922,0.2749962,0.0004530251
615,40,63,0.26972777,0.26929757,0.00043019652
380,20,75,0.2737663,0.27333933,0.00042697787
1344,63,49,0.26885396,0.26842928,0.0004246831
850,28,7,0.2723292,0.2719081,0.00042110682
305,17,20,0.27261615,0.27220836,0.00040778518
1117,55,22,0.2794746,0.27906787,0.0004067123
69,4,10,0.27706665,0.27666038,0.00040626526
1365,72,53,0.2837289,0.28334463,0.00038427114
435,23,61,0.26642922,0.26604605,0.00038316846
658,52,57,0.27486923,0.27448952,0.0003797114
1352,67,51,0.27337354,0.27299738,0.0003761649
1067,46,20,0.27723297,0.2768882,0.00034478307
455,25,66,0.27033496,0.26999632,0.0003386438
714,75,0,0.27341202,0.2730942,0.00031781197
647,49,63,0.27454683,0.27426413,0.00028270483
64,3,6,0.2726289,0.27235308,0.0002758205
1045,66,19,0.27740484,0.27713415,0.0002706945
152,7,27,0.27605057,0.27580518,0.00024539232
816,18,6,0.2798957,0.27965114,0.00024455786
1245,64,30,0.27513713,0.2748935,0.00024363399
316,18,30,0.27627024,0.2760365,0.00023373961
613,40,53,0.2813751,0.28114337,0.00023174286
36,1,73,0.27074558,0.27051672,0.00022885203
50,2,36,0.2682571,0.26803172,0.00022539496
487,26,75,0.2711623,0.27093968,0.00022262335
325,18,50,0.27444893,0.27423182,0.00021710992
221,10,51,0.27667946,0.27648798,0.00019147992
1323,57,42,0.26913717,0.26895812,0.00017905235
1068,52,20,0.27447453,0.27429596,0.00017857552
379,20,73,0.27349702,0.27333644,0.00016057491
87,4,63,0.27424365,0.27408445,0.000159204
888,51,8,0.27879038,0.2786351,0.0001552701
624,42,53,0.27909097,0.27893865,0.00015231967
1276,73,33,0.27220064,0.27206957,0.00013107061
17,0,75,0.27339748,0.2732665,0.0001309812
1309,52,40,0.26566377,0.2655515,0.00011226535
704,23,0,0.273117,0.2730274,8.961558e-05
142,6,75,0.2680879,0.26800287,8.5026026e-05
283,14,73,0.27933884,0.27926177,7.7068806e-05
16,0,70,0.27152848,0.271475,5.349517e-05
