Node,Group,Layer,Metric,Value
55,EM,rsfMRI,Degree_mean,74.5
56,Control,FA,Degree_mean,71.60377358490567
56,Control,GM,Degree_mean,73.98113207547169
56,Control,rsfMRI,Degree_mean,74.13207547169812
56,EM,FA,Degree_mean,71.01923076923077
56,EM,GM,Degree_mean,74.59615384615384
56,EM,rsfMRI,Degree_mean,74.4423076923077
57,Control,FA,Degree_mean,74.88679245283019
57,Control,GM,Degree_mean,74.22641509433963
57,Control,rsfMRI,Degree_mean,74.35849056603773
57,EM,FA,Degree_mean,73.67307692307692
57,EM,GM,Degree_mean,74.34615384615384
57,EM,rsfMRI,Degree_mean,74.21153846153847
58,Control,FA,Degree_mean,53.81132075471698
58,Control,GM,Degree_mean,73.90566037735849
58,Control,rsfMRI,Degree_mean,74.66037735849056
58,EM,FA,Degree_mean,53.15384615384615
58,EM,GM,Degree_mean,74.67307692307692
58,EM,rsfMRI,Degree_mean,73.90384615384616
59,Control,FA,Degree_mean,70.90566037735849
59,Control,GM,Degree_mean,74.30188679245283
59,Control,rsfMRI,Degree_mean,74.56603773584905
59,EM,FA,Degree_mean,69.73076923076923
59,EM,GM,Degree_mean,74.26923076923077
59,EM,rsfMRI,Degree_mean,74.0
60,Control,FA,Degree_mean,65.9622641509434
60,Control,GM,Degree_mean,74.67924528301887
60,Control,rsfMRI,Degree_mean,74.49056603773585
60,EM,FA,Degree_mean,64.76923076923077
60,EM,GM,Degree_mean,73.88461538461539
60,EM,rsfMRI,Degree_mean,74.07692307692308
61,Control,FA,Degree_mean,58.924528301886795
61,Control,GM,Degree_mean,74.64150943396227
61,Control,rsfMRI,Degree_mean,74.35849056603773
61,EM,FA,Degree_mean,57.94230769230769
61,EM,GM,Degree_mean,73.92307692307692
61,EM,rsfMRI,Degree_mean,74.21153846153847
62,Control,FA,Degree_mean,62.924528301886795
62,Control,GM,Degree_mean,74.77358490566037
62,Control,rsfMRI,Degree_mean,74.26415094339623
62,EM,FA,Degree_mean,61.86538461538461
62,EM,GM,Degree_mean,73.78846153846153
62,EM,rsfMRI,Degree_mean,74.3076923076923
63,Control,FA,Degree_mean,58.886792452830186
63,Control,GM,Degree_mean,74.56603773584905
63,Control,rsfMRI,Degree_mean,74.05660377358491
63,EM,FA,Degree_mean,57.98076923076923
63,EM,GM,Degree_mean,74.0
63,EM,rsfMRI,Degree_mean,74.51923076923077
64,Control,FA,Degree_mean,73.90566037735849
64,Control,GM,Degree_mean,74.20754716981132
64,Control,rsfMRI,Degree_mean,74.35849056603773
64,EM,FA,Degree_mean,72.67307692307692
64,EM,GM,Degree_mean,74.36538461538461
64,EM,rsfMRI,Degree_mean,74.21153846153847
65,Control,FA,Degree_mean,66.98113207547169
65,Control,GM,Degree_mean,74.11320754716981
